,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,neglog10pvalue,,
THAPSDRAFT_10273,101.5682093,-0.691264489,0.582045299,-1.187647233,0.234972421,0.942302876,0.628983109,,
THAPSDRAFT_10275,11.49510765,0.05633332,0.775238204,0.072665821,0.942072048,0.995550825,0.025915882,,
THAPSDRAFT_10277,19.21469608,-0.323517384,0.724609546,-0.446471325,0.655256821,0.982569556,0.183588449,,
THAPSDRAFT_10278,42.52515632,-0.618615572,0.644590512,-0.959703193,0.337204616,0.962771802,0.472106489,,
THAPSDRAFT_10279,26.79944453,0.665759458,0.706082203,0.94289228,0.345736004,0.967666717,0.461255392,,
THAPSDRAFT_10280,10.87147278,0.823060464,0.788898671,1.043303145,0.296807915,0.950591871,0.527524522,,
THAPSDRAFT_10282,5.056498968,-0.571533241,0.774251059,-0.738175602,0.460407747,0.97365412,0.336857377,,
THAPSDRAFT_10286,47.69964027,0.704369235,0.646770375,1.08905612,0.276129139,0.942935048,0.558887762,,
THAPSDRAFT_10292,32.12562345,0.428125027,0.673124556,0.636026458,0.524759177,0.97365412,0.280039958,,
THAPSDRAFT_10295,27.42307941,0.263456131,0.685690237,0.384220333,0.700815149,0.982569556,0.154396519,,
THAPSDRAFT_10297,78.74654394,-0.319988614,0.570699407,-0.560695544,0.575005106,0.975713582,0.240328299,,
THAPSDRAFT_10298,54.17195895,-0.391574738,0.607403642,-0.644669723,0.519141241,0.97365412,0.284714469,,
THAPSDRAFT_10302,48.20529017,0.542029017,0.633957975,0.854992031,0.392555559,0.969441629,0.406098868,,
THAPSDRAFT_1031,57.81263821,0.397663975,0.606502945,0.655667014,0.512038397,0.97365412,0.290697471,,
THAPSDRAFT_10311,458.8435714,0.622846119,0.697885428,0.892476178,0.372137756,0.969441629,0.429296266,,
THAPSDRAFT_10313,430.8474221,0.630923335,0.69163655,0.912218037,0.361653951,0.968014203,0.441706786,,
THAPSDRAFT_10314,41.95208644,0.778977287,0.66549373,1.170525358,0.241789616,0.942935048,0.616562355,,
THAPSDRAFT_10320,64.48721684,0.332156606,0.592474063,0.560626408,0.575052245,0.975713582,0.240292697,,
THAPSDRAFT_10321,7.601603449,-0.32850061,0.792992113,-0.414254574,0.678687678,0.982569556,0.168330036,,
THAPSDRAFT_10322,76.03288949,0.000543357,0.567415864,0.0009576,0.999235946,0.999999877,0.000331951,,
THAPSDRAFT_10325,26.22637465,0.327169427,0.693106949,0.472033107,0.636903158,0.982569556,0.195926598,,
THAPSDRAFT_10331,2728.486843,-0.239169825,0.75229084,-0.317922022,0.750544088,0.987214837,0.124623792,,
THAPSDRAFT_10336,94.05088081,-0.062236329,0.551222895,-0.112905921,0.910105142,0.995550825,0.040908432,,
THAPSDRAFT_10337,167.1341459,0.610582742,0.575399187,1.061146341,0.2886234,0.945183495,0.539668461,,
THAPSDRAFT_10339,102.4446691,0.236332943,0.552314907,0.427895282,0.668727362,0.982569556,0.174750907,,
THAPSDRAFT_10340,146.4699201,0.536518663,0.565022447,0.949552828,0.342339517,0.964400209,0.465542966,,
THAPSDRAFT_10343,30.32213881,-0.08771941,0.667790407,-0.131357697,0.895492352,0.995550825,0.047938119,,
THAPSDRAFT_10345,24.30490504,-0.14557206,0.695024272,-0.209448887,0.834097833,0.994434124,0.078783007,,
THAPSDRAFT_10346,29.96818389,0.295540098,0.676009391,0.43718342,0.661978333,0.982569556,0.179156225,,
THAPSDRAFT_10348,22.13061049,0.861148592,0.73658196,1.169114422,0.242357534,0.942935048,0.615543475,,
THAPSDRAFT_10349,209.4401873,0.239183307,0.564058888,0.424039603,0.671536931,0.982569556,0.172930098,,
THAPSDRAFT_10352,79.74098873,0.796990927,0.611729222,1.3028492,0.19262625,0.91195091,0.71528453,,
THAPSDRAFT_10353,72.29108025,-0.000569361,0.571806877,-0.000995722,0.999205529,0.999999877,0.000345171,,
THAPSDRAFT_10355,112.0688721,-0.105522931,0.542376307,-0.194556675,0.845740023,0.994434124,0.072763117,,
THAPSDRAFT_10358,37.77204729,-0.29651688,0.643710259,-0.460637182,0.64505893,0.982569556,0.190400608,,
THAPSDRAFT_1036,30.67609374,-0.467432553,0.673650658,-0.693879755,0.487757621,0.97365412,0.311795936,,
THAPSDRAFT_10360,35.00782786,0.942679741,0.696354075,1.35373623,0.175820545,0.899400879,0.754930378,,
THAPSDRAFT_10363,74.54964979,0.437418794,0.586110899,0.746307218,0.455481852,0.97365412,0.341528922,,
THAPSDRAFT_10366,46.40180553,0.189969749,0.620635333,0.306089162,0.75953676,0.989717522,0.119451202,,
THAPSDRAFT_10371,92.38223615,-0.655524439,0.58324686,-1.123922791,0.261045782,0.942935048,0.58328332,,
THAPSDRAFT_10374,14.46158705,0.431375356,0.761306445,0.56662512,0.570968904,0.974668053,0.243387543,,
THAPSDRAFT_10378,54.13824896,0.748409561,0.63821941,1.172652461,0.240935203,0.942935048,0.618099741,,
THAPSDRAFT_10379,56.91932339,0.598680727,0.621498435,0.963285976,0.335404029,0.962512736,0.474431725,,
THAPSDRAFT_1038,22.68682537,-0.305652407,0.704917403,-0.433600314,0.664578706,0.982569556,0.177453578,,
THAPSDRAFT_10381,103.8099238,-0.04488361,0.545390533,-0.082296276,0.934411116,0.995550825,0.029462004,,
THAPSDRAFT_10383,63.35793207,1.838300925,0.733457168,2.506350752,0.012198454,0.729761595,1.913695193,,
THAPSDRAFT_10385,69.54371581,1.269248489,0.670657947,1.892542232,0.058418772,0.784788564,1.233447574,,
THAPSDRAFT_10391,61.47017246,0.591001176,0.613856958,0.962766926,0.335664502,0.962512736,0.474094585,,
THAPSDRAFT_10395,7.904993387,0.4368389,0.793060652,0.550826596,0.58175255,0.977220301,0.235261704,,
THAPSDRAFT_10396,39.64295191,0.577633962,0.657279574,0.878825365,0.379495971,0.969441629,0.42079283,,
THAPSDRAFT_10397,48.55924509,0.28689437,0.619109928,0.463398109,0.643079034,0.982569556,0.191735649,,
THAPSDRAFT_10398,70.20106068,0.184105096,0.578249357,0.318383572,0.750193998,0.987214837,0.124826415,,
THAPSDRAFT_1040,86.16274242,0.343066863,0.568903895,0.603031312,0.546487859,0.97365412,0.262419482,,
THAPSDRAFT_10400,52.57073428,0.280868262,0.610300058,0.460213395,0.645363057,0.982569556,0.190195899,,
THAPSDRAFT_10402,93.44410094,-0.275652585,0.556648037,-0.495200856,0.620458346,0.982268126,0.207287369,,
THAPSDRAFT_10403,93.6463609,0.318833594,0.561845086,0.567475986,0.570390838,0.974668053,0.243827459,,
THAPSDRAFT_10404,49.84022483,-0.010407131,0.608847365,-0.017093168,0.986362289,0.998152064,0.00596354,,
THAPSDRAFT_10405,29.09172407,-0.326080009,0.67566716,-0.482604495,0.629376587,0.982569556,0.201089417,,
THAPSDRAFT_10407,71.36405544,0.031116091,0.573245842,0.054280535,0.956711657,0.995550825,0.019218934,,
THAPSDRAFT_10409,283.7201571,0.031559871,0.601877733,0.052435685,0.95818154,0.995550825,0.0185522,,
THAPSDRAFT_10414,17.27637148,0.488891815,0.74555254,0.655744283,0.511988671,0.97365412,0.290739648,,
THAPSDRAFT_10416,9.01742316,1.238079432,0.790320323,1.566553959,0.117218987,0.873799354,0.931002037,,
THAPSDRAFT_10417,84.25812781,1.563484226,0.692630478,2.257313638,0.023988484,0.729761595,1.619997202,,
THAPSDRAFT_10419,41.73297149,0.258059439,0.63510444,0.406325987,0.684503093,0.982569556,0.164624585,,
THAPSDRAFT_1042,38.64850712,0.203076281,0.642309061,0.316165991,0.75187652,0.987214837,0.123853478,,
THAPSDRAFT_10421,54.50905888,-0.04874794,0.599029301,-0.081378223,0.935141167,0.995550825,0.029122824,,
THAPSDRAFT_10422,15.2032069,-0.425371516,0.751767129,-0.565828831,0.571510145,0.974668053,0.242976056,,
THAPSDRAFT_10424,33.12006824,0.860048278,0.695818166,1.236024468,0.216449469,0.927352607,0.664643476,,
THAPSDRAFT_10425,103.7593588,-0.535602758,0.567197669,-0.944296473,0.345018168,0.967265492,0.462158035,,
THAPSDRAFT_10428,41.26103158,0.64812695,0.657613377,0.98557446,0.324341976,0.961003642,0.488996842,,
THAPSDRAFT_10433,177.5336788,-0.08449166,0.5443817,-0.155206649,0.876658406,0.995550825,0.057169598,,
THAPSDRAFT_10434,74.71819976,0.078924632,0.569919483,0.138483828,0.88985805,0.995550825,0.050679266,,
THAPSDRAFT_10437,182.3879178,0.387957703,0.560875078,0.691700734,0.489125286,0.97365412,0.310579885,,
THAPSDRAFT_1044,14.09077713,-1.13254258,0.778144551,-1.455439838,0.145547534,0.890926576,0.836995148,,
THAPSDRAFT_10440,87.22460721,0.73422813,0.599661415,1.224404491,0.220799676,0.929775347,0.656001568,,
THAPSDRAFT_10441,69.86396075,-0.085276656,0.574868747,-0.14834109,0.882073589,0.995550825,0.054495181,,
THAPSDRAFT_10442,221.6769148,-0.500694191,0.585797673,-0.854722056,0.392705037,0.969441629,0.405933528,,
THAPSDRAFT_10446,324.6946538,0.672892913,0.65043486,1.03452775,0.300889511,0.954328249,0.521592952,,
THAPSDRAFT_10447,25.45104481,0.581227833,0.707347377,0.821700697,0.411247263,0.969441629,0.38589698,,
THAPSDRAFT_10450,35.71573771,0.266510814,0.653823125,0.407619132,0.683553316,0.982569556,0.165227605,,
THAPSDRAFT_10452,66.40868645,0.527844094,0.602299395,0.876381578,0.38082263,0.969441629,0.419277252,,
THAPSDRAFT_10453,387.9514559,2.016950765,0.782914539,2.576208087,0.009989051,0.729761595,2.000475764,,
THAPSDRAFT_10457,74.70134476,1.490168062,0.690425979,2.158331389,0.030902076,0.729761595,1.510012344,,
THAPSDRAFT_10458,43.43532614,1.668558333,0.739525806,2.256254371,0.024054705,0.729761595,1.618799961,,
THAPSDRAFT_10460,147.7846099,1.50980568,0.676525704,2.231704827,0.025634478,0.729761595,1.591175522,,
THAPSDRAFT_10465,279.438988,-0.981465607,0.66298082,-1.480383108,0.138771035,0.88773027,0.857701172,,
THAPSDRAFT_10468,20.90019574,0.597042827,0.729527487,0.818396616,0.413130753,0.969441629,0.383912475,,
THAPSDRAFT_10470,236.9475417,0.186845314,0.577264212,0.323673823,0.746184991,0.987162755,0.127153491,,
THAPSDRAFT_10471,34.14822303,-0.441959083,0.660180374,-0.669452017,0.503207179,0.97365412,0.298253171,,
THAPSDRAFT_10472,84.98289266,-0.871907834,0.60932302,-1.430945173,0.152445929,0.898644864,0.816884168,,
THAPSDRAFT_10474,71.51575041,0.099444835,0.574207733,0.173186165,0.862505098,0.995550825,0.064238329,,
THAPSDRAFT_10475,41.81724647,1.629816809,0.738791437,2.206058066,0.027379934,0.729761595,1.562567598,,
THAPSDRAFT_10479,68.75153097,-0.257486193,0.579655468,-0.444205578,0.656893959,0.982569556,0.182504732,,
THAPSDRAFT_10482,207.5187177,-0.178116191,0.559507769,-0.318344447,0.750223673,0.987214837,0.124809236,,
THAPSDRAFT_10485,37.7551923,0.48883276,0.65747154,0.743504061,0.457176564,0.97365412,0.339916041,,
THAPSDRAFT_10487,68.34701106,0.25450037,0.583400528,0.436236098,0.66266544,0.982569556,0.178705679,,
THAPSDRAFT_10488,4.550849072,0.19877975,0.767140809,0.259117685,0.79554444,0.992158043,0.099335555,,
THAPSDRAFT_1049,135.9018373,0.554461478,0.566339679,0.979026367,0.327566952,0.961315286,0.48469992,,
THAPSDRAFT_10490,34.75500291,0.090014566,0.65246668,0.137960403,0.890271712,0.995550825,0.050477426,,
THAPSDRAFT_10493,148.9813146,-1.015672835,0.613834086,-1.654637398,0.097998073,0.863335446,1.008782465,,
THAPSDRAFT_10497,24.9959599,0.076670429,0.692747482,0.110675868,0.911873383,0.995550825,0.040065461,,
THAPSDRAFT_10498,26.19266466,0.019508724,0.686354796,0.028423672,0.977324244,0.997121152,0.009961328,,
THAPSDRAFT_10499,63.07139713,0.001292419,0.584450998,0.002211338,0.998235609,0.999999877,0.000766942,,
THAPSDRAFT_105,445.1741692,-1.061678335,0.726463784,-1.461433258,0.143896579,0.890926576,0.841949531,,
THAPSDRAFT_10501,23.5295752,0.115396241,0.700635113,0.164702338,0.869178277,0.995550825,0.060891136,,
THAPSDRAFT_10506,30.69294874,0.741825356,0.695843755,1.066080354,0.28638732,0.944256034,0.543046215,,
THAPSDRAFT_10509,26.24322965,-0.752000961,0.70423653,-1.067824415,0.285599723,0.943430074,0.544242219,,
THAPSDRAFT_1051,18.59106121,0.205970563,0.73001151,0.282147007,0.77783079,0.991234827,0.109114869,,
THAPSDRAFT_10510,4.702544041,0.648944888,0.758765553,0.855264034,0.392404994,0.969441629,0.406265475,,
THAPSDRAFT_10515,16.1639417,-0.063049217,0.742664667,-0.084895942,0.932344118,0.995550825,0.030423765,,
THAPSDRAFT_10517,60.03749775,-0.418795168,0.598775906,-0.69941887,0.484290299,0.97365412,0.314894231,,
THAPSDRAFT_10518,40.75538169,-0.852286284,0.665265629,-1.281121776,0.200150896,0.916646663,0.698642461,,
